"Município";"Quantidade existente";"Quantidade SUS";"Quantidade Não SUS"
"521310 Mineiros";247;170;77
"521340 Moiporá";-;-;-
"521350 Monte Alegre de Goiás";16;16;-
"521370 Montes Claros de Goiás";24;24;-
"521375 Montividiu";13;13;-
"521377 Montividiu do Norte";-;-;-
"521380 Morrinhos";110;78;32
"521385 Morro Agudo de Goiás";19;19;-
"521390 Mossâmedes";20;20;-
"521400 Mozarlândia";20;20;-
"521405 Mundo Novo";18;18;-
"521410 Mutunópolis";19;19;-
"521440 Nazário";16;16;-
"521450 Nerópolis";118;52;66
"521460 Niquelândia";103;58;45
"521470 Nova América";4;4;-
"521480 Nova Aurora";-;-;-
"521483 Nova Crixás";45;45;-
"521486 Nova Glória";-;-;-
"521487 Nova Iguaçu de Goiás";-;-;-
"521490 Nova Roma";-;-;-
"521500 Nova Veneza";18;18;-
"521520 Novo Brasil";9;9;-
"521523 Novo Gama";-;-;-
"521525 Novo Planalto";-;-;-
"521530 Orizona";28;19;9
"521540 Ouro Verde de Goiás";-;-;-
"521550 Ouvidor";31;31;-
"521560 Padre Bernardo";33;28;5
"521565 Palestina de Goiás";19;19;-
"521570 Palmeiras de Goiás";33;6;27
"521580 Palmelo";10;10;-
"521590 Palminópolis";19;19;-
"521600 Panamá";9;9;-
"521630 Paranaiguara";30;30;-
"521640 Paraúna";20;20;-
"521645 Perolândia";-;-;-
"521680 Petrolina de Goiás";26;24;2
"521690 Pilar de Goiás";-;-;-
"521710 Piracanjuba";70;60;10
"521720 Piranhas";28;28;-
"521730 Pirenópolis";51;45;6
"521740 Pires do Rio";38;38;-
"521760 Planaltina";72;70;2
"521770 Pontalina";50;22;28
"521800 Porangatu";91;62;29
"521805 Porteirão";20;16;4
"521810 Portelândia";17;17;-
"521830 Posse";69;53;16
"521839 Professor Jamil";-;-;-
"521850 Quirinópolis";121;44;77
"521860 Rialma";24;24;-
"521870 Rianápolis";-;-;-
"521878 Rio Quente";-;-;-
"521880 Rio Verde";390;233;157
"521890 Rubiataba";80;76;4
"521900 Sanclerlândia";17;17;-
"521910 Santa Bárbara de Goiás";15;15;-
"521920 Santa Cruz de Goiás";16;16;-
"521925 Santa Fé de Goiás";17;17;-
"521930 Santa Helena de Goiás";138;108;30
"521935 Santa Isabel";-;-;-
"521940 Santa Rita do Araguaia";-;-;-
"521945 Santa Rita do Novo Destino";-;-;-
"521950 Santa Rosa de Goiás";16;16;-
"521960 Santa Tereza de Goiás";17;17;-
"521970 Santa Terezinha de Goiás";38;38;-
"521971 Santo Antônio da Barra";-;-;-
"521973 Santo Antônio de Goiás";19;19;-
"521975 Santo Antônio do Descoberto";168;17;151
"521980 São Domingos";22;22;-
"521990 São Francisco de Goiás";-;-;-
"522000 São João d'Aliança";26;26;-
"522005 São João da Paraúna";-;-;-
"522010 São Luís de Montes Belos";97;48;49
"522015 São Luíz do Norte";10;10;-
"522020 São Miguel do Araguaia";95;54;41
"522026 São Miguel do Passa Quatro";11;11;-
"522028 São Patrício";-;-;-
"522040 São Simão";50;50;-
"522045 Senador Canedo";89;80;9
"522050 Serranópolis";21;21;-
"522060 Silvânia";40;40;-
"522068 Simolândia";20;20;-
"522070 Sítio d'Abadia";-;-;-
"522100 Taquaral de Goiás";46;25;21
"522108 Teresina de Goiás";-;-;-
"522119 Terezópolis de Goiás";-;-;-
"522130 Três Ranchos";12;6;6
"522140 Trindade";497;396;101
"522145 Trombas";15;15;-
"522150 Turvânia";17;17;-
"522155 Turvelândia";19;19;-
"522157 Uirapuru";-;-;-
"522160 Uruaçu";156;78;78
"522170 Uruana";27;-;27
"522180 Urutaí";-;-;-
"522185 Valparaíso de Goiás";68;31;37
"522190 Varjão";-;-;-
"522200 Vianópolis";40;32;8
"522205 Vicentinópolis";16;16;-
"522220 Vila Boa";13;13;-
"522230 Vila Propício";-;-;-
"520000 Município ignorado - GO";-;-;-
"530010 Brasília";6705;3959;2746
"000000 Ignorado ou exterior";-;-;-
"Total";426388;294260;132128

