"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Fem";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"431406 Passa Sete";-;-;-;-
"431407 Passo do Sobrado";-;-;-;-
"431410 Passo Fundo";28;28;21;15
"431413 Paulo Bento";-;-;-;-
"431415 Paverama";-;-;-;-
"431417 Pedras Altas";-;-;-;-
"431420 Pedro Osório";-;-;-;4
"431430 Pejuçara";-;-;-;-
"431440 Pelotas";7;5;6;55
"431442 Picada Café";-;-;-;-
"431445 Pinhal";-;-;-;-
"431446 Pinhal da Serra";-;-;-;-
"431447 Pinhal Grande";-;-;-;-
"431449 Pinheirinho do Vale";-;-;-;-
"431450 Pinheiro Machado";-;-;-;-
"431454 Pinto Bandeira";-;-;-;-
"431455 Pirapó";-;-;-;-
"431460 Piratini";-;-;-;2
"431470 Planalto";-;-;-;-
"431475 Poço das Antas";-;-;-;-
"431477 Pontão";-;-;-;-
"431478 Ponte Preta";-;-;-;-
"431480 Portão";-;-;-;5
"431490 Porto Alegre";108;26;13;271
"431500 Porto Lucena";-;-;-;-
"431505 Porto Mauá";-;-;-;-
"431507 Porto Vera Cruz";-;-;-;-
"431510 Porto Xavier";-;-;-;-
"431513 Pouso Novo";-;-;-;-
"431514 Presidente Lucena";-;-;-;-
"431515 Progresso";-;-;-;-
"431517 Protásio Alves";-;-;-;-
"431520 Putinga";1;-;-;2
"431530 Quaraí";-;-;-;-
"431531 Quatro Irmãos";-;-;-;-
"431532 Quevedos";-;-;-;-
"431535 Quinze de Novembro";-;-;-;-
"431540 Redentora";-;-;-;-
"431545 Relvado";-;-;-;-
"431550 Restinga Seca";-;-;-;3
"431555 Rio dos Índios";-;-;-;-
"431560 Rio Grande";4;2;2;26
"431570 Rio Pardo";4;3;3;-
"431575 Riozinho";3;2;2;4
"431580 Roca Sales";-;-;-;-
"431590 Rodeio Bonito";-;-;-;5
"431595 Rolador";-;-;-;-
"431600 Rolante";-;-;-;8
"431610 Ronda Alta";-;2;2;-
"431620 Rondinha";-;-;-;-
"431630 Roque Gonzales";-;-;-;-
"431640 Rosário do Sul";-;-;-;10
"431642 Sagrada Família";-;-;-;-
"431643 Saldanha Marinho";-;-;-;-
"431645 Salto do Jacuí";-;-;-;-
"431647 Salvador das Missões";-;-;-;-
"431650 Salvador do Sul";-;-;-;-
"431660 Sananduva";3;-;-;4
"431710 Sant'Ana do Livramento";-;-;-;3
"431670 Santa Bárbara do Sul";-;-;-;-
"431673 Santa Cecília do Sul";-;-;-;-
"431675 Santa Clara do Sul";-;-;-;-
"431680 Santa Cruz do Sul";14;3;3;7
"431697 Santa Margarida do Sul";-;-;-;-
"431690 Santa Maria";29;6;10;79
"431695 Santa Maria do Herval";-;-;-;-
"431720 Santa Rosa";3;5;5;6
"431725 Santa Tereza";-;-;-;-
"431730 Santa Vitória do Palmar";-;-;-;4
"431700 Santana da Boa Vista";5;5;5;-
"431740 Santiago";-;-;-;7
"431750 Santo Ângelo";9;11;12;10
"431760 Santo Antônio da Patrulha";3;-;-;4
"431770 Santo Antônio das Missões";-;-;-;-
"431755 Santo Antônio do Palma";-;-;-;-
"431775 Santo Antônio do Planalto";-;-;-;-
"431780 Santo Augusto";-;-;-;-
"431790 Santo Cristo";-;-;-;-
"431795 Santo Expedito do Sul";-;-;-;-
"431800 São Borja";-;1;1;3
"431805 São Domingos do Sul";-;-;-;-
"431810 São Francisco de Assis";-;-;-;4
"431820 São Francisco de Paula";-;-;-;6
"431830 São Gabriel";1;-;-;6
"431840 São Jerônimo";-;-;-;15
"431842 São João da Urtiga";-;-;-;-
"431843 São João do Polêsine";-;4;4;-
"431844 São Jorge";-;-;-;-
"431845 São José das Missões";-;-;-;-
"431846 São José do Herval";-;-;-;-
"431848 São José do Hortêncio";-;-;-;2
"431849 São José do Inhacorá";-;-;-;-
"431850 São José do Norte";-;-;-;4
"431860 São José do Ouro";-;-;-;4
"431861 São José do Sul";-;-;-;-
"431862 São José dos Ausentes";-;-;-;-
"431870 São Leopoldo";8;-;-;56
"431880 São Lourenço do Sul";1;1;1;11
"431890 São Luiz Gonzaga";-;3;3;6
"431900 São Marcos";-;-;-;-
"431910 São Martinho";-;-;-;-
"431912 São Martinho da Serra";-;-;-;-
"431915 São Miguel das Missões";-;-;-;-
"431920 São Nicolau";-;-;-;-
"431930 São Paulo das Missões";-;-;-;-
"431935 São Pedro da Serra";-;-;-;-
"431936 São Pedro das Missões";-;-;-;-
"431937 São Pedro do Butiá";-;-;-;-
"431940 São Pedro do Sul";-;-;-;3
"431950 São Sebastião do Caí";-;2;2;-
"431960 São Sepé";-;-;-;3
"431970 São Valentim";-;-;-;-
"431971 São Valentim do Sul";-;-;-;-
"431973 São Valério do Sul";-;-;-;-
"431975 São Vendelino";-;-;-;-
"431980 São Vicente do Sul";-;-;-;-
"431990 Sapiranga";-;-;-;18
"432000 Sapucaia do Sul";8;-;-;16
"432010 Sarandi";-;-;-;2
"432020 Seberi";-;-;-;-
"432023 Sede Nova";-;-;-;-
"432026 Segredo";-;-;-;-
"432030 Selbach";-;-;-;2
"432032 Senador Salgado Filho";-;-;-;-
"432035 Sentinela do Sul";-;-;-;-
"432040 Serafina Corrêa";-;-;-;-
"432045 Sério";-;-;-;-
"432050 Sertão";-;-;1;6
"432055 Sertão Santana";-;-;-;-
"432057 Sete de Setembro";-;-;-;-
"432060 Severiano de Almeida";-;-;-;1
"432065 Silveira Martins";-;-;-;-
"432067 Sinimbu";-;-;-;-
"432070 Sobradinho";-;-;-;-
"432080 Soledade";2;2;2;2
"432085 Tabaí";-;-;-;-
"432090 Tapejara";-;-;-;-
"432100 Tapera";-;-;-;-
"432110 Tapes";-;-;-;-
"432120 Taquara";1;-;-;11
"432130 Taquari";-;-;-;-
"432132 Taquaruçu do Sul";-;-;-;-
"432135 Tavares";-;2;2;-
"432140 Tenente Portela";-;-;-;6
"432143 Terra de Areia";-;-;-;1
"432145 Teutônia";-;-;-;9
"432146 Tio Hugo";-;-;-;-
"432147 Tiradentes do Sul";-;-;-;-
"432149 Toropi";-;-;-;-
"432150 Torres";-;-;-;2
"432160 Tramandaí";-;-;-;7
"432162 Travesseiro";-;-;-;-
"432163 Três Arroios";-;-;-;-
"432166 Três Cachoeiras";-;-;-;-
"432170 Três Coroas";-;-;-;2
"432180 Três de Maio";-;-;-;1
"432183 Três Forquilhas";-;-;-;2
"432185 Três Palmeiras";-;-;-;-
"432190 Três Passos";1;1;1;1
"432195 Trindade do Sul";-;-;-;-
"432200 Triunfo";-;-;-;1
"432210 Tucunduva";-;-;-;-
"432215 Tunas";-;-;-;-
"432218 Tupanci do Sul";-;-;-;-
"432220 Tupanciretã";-;-;-;-
"432225 Tupandi";-;-;-;-
"432230 Tuparendi";-;-;-;-
"432232 Turuçu";-;-;-;-
"432234 Ubiretama";-;-;-;-
"432235 União da Serra";-;-;-;-
"432237 Unistalda";1;1;1;-
"432240 Uruguaiana";-;-;-;10
"432250 Vacaria";2;-;-;11
"432253 Vale do Sol";-;-;-;2
"432254 Vale Real";-;-;-;5
"432252 Vale Verde";-;-;-;2
"432255 Vanini";-;-;-;-
"432260 Venâncio Aires";2;3;3;10
"432270 Vera Cruz";-;-;-;-
"432280 Veranópolis";-;-;-;2
"432285 Vespasiano Correa";-;-;-;-
"432290 Viadutos";-;-;-;3
"432300 Viamão";9;-;-;13
"432310 Vicente Dutra";-;-;-;2
"432320 Victor Graeff";1;1;-;1
"432330 Vila Flores";-;-;-;-
"432335 Vila Lângaro";-;-;-;-
"432340 Vila Maria";2;5;5;-
"432345 Vila Nova do Sul";-;-;-;-
"432350 Vista Alegre";-;-;-;-
"432360 Vista Alegre do Prata";-;-;-;-
"432370 Vista Gaúcha";-;-;-;4
"432375 Vitória das Missões";-;-;-;-
"432377 Westfalia";-;-;-;-
"432380 Xangri-lá";-;-;-;9
"430000 Município ignorado - RS";-;-;-;-
"500020 Água Clara";-;-;-;2
"500025 Alcinópolis";-;-;-;-
"500060 Amambai";-;-;1;1
"500070 Anastácio";-;-;-;1
"500080 Anaurilândia";2;3;3;-
"500085 Angélica";-;-;-;1
"500090 Antônio João";-;1;2;-
"500100 Aparecida do Taboado";6;-;6;-
"500110 Aquidauana";3;3;3;4
"500124 Aral Moreira";-;-;-;2
"500150 Bandeirantes";3;3;3;3
"500190 Bataguassu";3;2;3;-
"500200 Batayporã";-;1;1;3
"500210 Bela Vista";-;3;-;-
"500215 Bodoquena";-;-;-;2
"500220 Bonito";-;2;2;2
"500230 Brasilândia";-;-;-;2
"500240 Caarapó";2;1;1;-
"500260 Camapuã";-;-;-;3
"500270 Campo Grande";106;69;53;233
"500280 Caracol";-;-;-;2
"500290 Cassilândia";-;-;-;2
"500295 Chapadão do Sul";-;2;2;2
"500310 Corguinho";-;-;-;-
"500315 Coronel Sapucaia";-;-;-;-
"500320 Corumbá";10;8;8;-
"500325 Costa Rica";-;4;3;1
"500330 Coxim";4;3;3;-
"500345 Deodápolis";-;3;2;-
"500348 Dois Irmãos do Buriti";-;-;-;-
"500350 Douradina";-;-;-;-
"500370 Dourados";16;1;4;45
"500375 Eldorado";-;-;-;-
"500380 Fátima do Sul";-;-;-;-
"500390 Figueirão";-;-;-;-
"500400 Glória de Dourados";3;-;-;-
"500410 Guia Lopes da Laguna";-;-;-;-
"500430 Iguatemi";-;1;3;2
"500440 Inocência";2;-;-;-
"500450 Itaporã";-;-;-;-
"500460 Itaquiraí";-;-;-;2
"500470 Ivinhema";-;-;-;3
"500480 Japorã";-;-;-;-
"500490 Jaraguari";-;-;-;-
"500500 Jardim";-;-;-;-
"500510 Jateí";-;-;-;-
"500515 Juti";-;-;-;-
"500520 Ladário";-;-;-;-
"500525 Laguna Carapã";-;-;-;2
"500540 Maracaju";-;-;-;10
"500560 Miranda";-;-;-;5
"500568 Mundo Novo";-;-;-;1
"500570 Naviraí";-;-;-;11
"500580 Nioaque";-;-;-;3
"500600 Nova Alvorada do Sul";-;-;-;4
"500620 Nova Andradina";1;1;2;3
"500625 Novo Horizonte do Sul";-;-;-;1
"500627 Paraíso das Águas";-;-;-;-
"500630 Paranaíba";-;-;-;6
"500635 Paranhos";-;-;-;1
"500640 Pedro Gomes";-;-;-;2
"500660 Ponta Porã";-;-;-;15
"500690 Porto Murtinho";1;1;1;-
"500710 Ribas do Rio Pardo";-;-;-;2
"500720 Rio Brilhante";1;2;3;1
"500730 Rio Negro";-;-;-;2
"500740 Rio Verde de Mato Grosso";-;-;-;3
"500750 Rochedo";-;-;-;-
"500755 Santa Rita do Pardo";-;-;-;1
"500769 São Gabriel do Oeste";-;-;-;4
"500780 Selvíria";-;-;-;-
"500770 Sete Quedas";-;-;-;-
"500790 Sidrolândia";-;-;-;4
"500793 Sonora";-;-;-;-
"500795 Tacuru";-;-;-;3
"500797 Taquarussu";-;-;-;-
"500800 Terenos";-;-;-;-
"500830 Três Lagoas";2;6;-;21
"500840 Vicentina";-;-;-;2
"500000 Município ignorado - MS";-;-;-;-
"510010 Acorizal";-;-;-;-
"510020 Água Boa";-;-;-;9
"510025 Alta Floresta";1;5;6;3
"510030 Alto Araguaia";-;-;-;-
"510035 Alto Boa Vista";-;-;-;-
"510040 Alto Garças";3;3;3;-
"510050 Alto Paraguai";-;2;-;-
"510060 Alto Taquari";-;-;-;4
"510080 Apiacás";-;2;2;-
"510100 Araguaiana";-;-;-;-
"510120 Araguainha";-;-;-;-
"510125 Araputanga";-;-;-;2
"510130 Arenápolis";-;-;-;-
"510140 Aripuanã";-;-;-;4
"510160 Barão de Melgaço";-;-;-;-
"510170 Barra do Bugres";3;3;3;-
"510180 Barra do Garças";8;9;8;8
"510185 Bom Jesus do Araguaia";-;-;-;-
"510190 Brasnorte";-;-;-;5
"510250 Cáceres";2;9;14;8
"510260 Campinápolis";-;-;-;-
"510263 Campo Novo do Parecis";-;-;-;8
"510267 Campo Verde";-;-;-;2
"510268 Campos de Júlio";-;-;-;2
"510269 Canabrava do Norte";-;-;-;-
"510270 Canarana";-;-;-;-
"510279 Carlinda";-;1;1;1
"510285 Castanheira";-;4;4;-
"510300 Chapada dos Guimarães";-;-;-;6
"510305 Cláudia";-;-;-;-
"510310 Cocalinho";-;-;-;-
"510320 Colíder";-;-;-;11
"510325 Colniza";-;-;-;2
"510330 Comodoro";-;6;7;-
"510335 Confresa";-;-;-;-
"510336 Conquista D'Oeste";2;-;-;-
"510337 Cotriguaçu";6;5;9;4
"510340 Cuiabá";53;32;31;97
"510343 Curvelândia";-;-;-;-
"510345 Denise";-;1;1;-
"510350 Diamantino";-;-;-;-
"510360 Dom Aquino";-;-;-;-
"510370 Feliz Natal";-;-;-;-
"510380 Figueirópolis D'Oeste";-;4;4;-
"510385 Gaúcha do Norte";-;-;-;-
"510390 General Carneiro";-;-;-;-
"510395 Glória D'Oeste";1;1;3;-
"510410 Guarantã do Norte";-;-;-;4
"510420 Guiratinga";-;-;-;4
"510450 Indiavaí";-;-;-;-
"510452 Ipiranga do Norte";-;-;-;-
"510454 Itanhangá";-;2;2;-
"510455 Itaúba";-;-;-;1
"510460 Itiquira";4;4;4;4
"510480 Jaciara";-;4;3;-
"510490 Jangada";-;-;-;-
"510500 Jauru";-;-;-;-
"510510 Juara";-;-;-;-
"510515 Juína";6;3;3;11
"510517 Juruena";-;-;-;-
"510520 Juscimeira";-;-;-;4
"510523 Lambari D'Oeste";2;-;-;10
"510525 Lucas do Rio Verde";3;3;3;11
"510530 Luciara";-;-;-;-
"510558 Marcelândia";-;-;-;-
"510560 Matupá";-;1;1;-
"510562 Mirassol d'Oeste";-;-;-;5
"510590 Nobres";-;-;-;4
"510600 Nortelândia";-;-;-;-
"510610 Nossa Senhora do Livramento";1;5;1;-
"510615 Nova Bandeirantes";-;-;-;-
"510620 Nova Brasilândia";-;-;-;-
"510621 Nova Canaã do Norte";2;4;4;-
"510880 Nova Guarita";-;-;-;-
"510618 Nova Lacerda";-;3;3;-
"510885 Nova Marilândia";-;-;-;2
"510890 Nova Maringá";-;-;-;-
"510895 Nova Monte Verde";3;3;5;2
"510622 Nova Mutum";1;2;-;-
"510617 Nova Nazaré";-;-;-;-
"510623 Nova Olímpia";-;-;-;1
"510619 Nova Santa Helena";-;-;-;2
"510624 Nova Ubiratã";-;-;-;-
"510625 Nova Xavantina";-;-;-;2
"510627 Novo Horizonte do Norte";-;-;-;-
"510626 Novo Mundo";-;-;-;-
"510631 Novo Santo Antônio";-;-;-;-
"510628 Novo São Joaquim";-;-;-;1
"510629 Paranaíta";4;2;2;-
"510630 Paranatinga";-;-;-;-
"510637 Pedra Preta";-;-;-;-
"510642 Peixoto de Azevedo";-;3;3;-
"510645 Planalto da Serra";-;1;2;-
"510650 Poconé";2;3;3;-
"510665 Pontal do Araguaia";-;-;-;-
"510670 Ponte Branca";-;-;-;-
"510675 Pontes e Lacerda";-;-;-;-
"510677 Porto Alegre do Norte";-;-;-;-
"510680 Porto dos Gaúchos";-;-;-;2
"510682 Porto Esperidião";-;-;-;-
"510685 Porto Estrela";-;-;-;-
"510700 Poxoréo";-;-;-;11
"510704 Primavera do Leste";1;1;1;-
"510706 Querência";-;-;-;-
"510715 Reserva do Cabaçal";6;4;-;-
"510718 Ribeirão Cascalheira";-;-;-;-
"510719 Ribeirãozinho";-;-;-;-
"510720 Rio Branco";-;-;-;-
"510757 Rondolândia";-;-;-;-
"510760 Rondonópolis";31;24;26;24
"510770 Rosário Oeste";-;-;-;-
"510775 Salto do Céu";-;-;-;-
"510724 Santa Carmem";-;-;-;-
"510774 Santa Cruz do Xingu";-;-;-;2
"510776 Santa Rita do Trivelato";-;-;-;-
"510777 Santa Terezinha";-;-;-;-
"510726 Santo Afonso";-;-;-;1
"510779 Santo Antônio do Leste";2;12;12;-
"510780 Santo Antônio do Leverger";-;-;-;-
"510785 São Félix do Araguaia";-;-;-;2
"510729 São José do Povo";-;-;-;-
"510730 São José do Rio Claro";2;4;4;-
"510735 São José do Xingu";-;-;-;-
"510710 São José dos Quatro Marcos";-;-;-;-
"510740 São Pedro da Cipa";-;-;-;-
"510787 Sapezal";-;3;3;1
"510788 Serra Nova Dourada";-;-;-;-
"510790 Sinop";4;7;7;29
"510792 Sorriso";15;10;13;19
"510794 Tabaporã";-;-;-;1
"510795 Tangará da Serra";-;-;-;27
"510800 Tapurah";-;-;-;-
"510805 Terra Nova do Norte";-;-;-;3
"510810 Tesouro";-;-;-;-
"510820 Torixoréu";-;-;-;2
"510830 União do Sul";-;-;-;-
"510835 Vale de São Domingos";-;-;-;-
"510840 Várzea Grande";15;10;8;7
"510850 Vera";-;-;-;-
"510550 Vila Bela da Santíssima Trindade";-;-;-;-
"510860 Vila Rica";-;-;-;-
"510000 Município ignorado - MT";-;-;-;-
"520005 Abadia de Goiás";-;-;-;-
"520010 Abadiânia";-;-;-;-
"520013 Acreúna";-;-;-;-
"520015 Adelândia";-;-;-;-
"520017 Água Fria de Goiás";-;-;-;-
"520020 Água Limpa";-;-;-;-
"520025 Águas Lindas de Goiás";4;8;3;11
"520030 Alexânia";-;-;-;-
"520050 Aloândia";-;-;-;-
"520055 Alto Horizonte";-;-;-;-
"520060 Alto Paraíso de Goiás";-;2;2;-
"520080 Alvorada do Norte";-;-;-;-
"520082 Amaralina";-;-;-;-
"520085 Americano do Brasil";-;-;-;-
"520090 Amorinópolis";-;-;-;-
"520110 Anápolis";15;22;19;33
"520120 Anhanguera";-;-;-;-
"520130 Anicuns";-;-;-;-
"520140 Aparecida de Goiânia";20;20;20;7
"520145 Aparecida do Rio Doce";-;-;-;-
"520150 Aporé";-;-;-;-
"520160 Araçu";-;-;-;-
"520170 Aragarças";-;-;-;2
"520180 Aragoiânia";-;-;-;-
"520215 Araguapaz";-;-;-;-
"520235 Arenópolis";-;-;-;1
"520250 Aruanã";-;-;-;-
"520260 Aurilândia";-;-;-;-
"520280 Avelinópolis";-;-;-;-
"520310 Baliza";-;-;-;-
"520320 Barro Alto";-;-;-;-
"520330 Bela Vista de Goiás";-;-;-;-
"520340 Bom Jardim de Goiás";-;-;-;1
"520350 Bom Jesus de Goiás";-;-;-;3
"520355 Bonfinópolis";-;-;-;-
"520357 Bonópolis";-;-;-;-
"520360 Brazabrantes";-;-;-;-
"520380 Britânia";-;-;-;-
"520390 Buriti Alegre";-;-;-;-
"520393 Buriti de Goiás";-;-;-;-
"520396 Buritinópolis";-;-;-;-
"520400 Cabeceiras";-;-;-;2
"520410 Cachoeira Alta";-;-;-;-
"520420 Cachoeira de Goiás";-;2;-;-
"520425 Cachoeira Dourada";-;-;-;3
"520430 Caçu";-;2;2;3
"520440 Caiapônia";-;-;-;-
"520450 Caldas Novas";8;12;12;6
"520455 Caldazinha";-;-;-;-
"520460 Campestre de Goiás";-;-;-;-
"520465 Campinaçu";-;-;-;3
"520470 Campinorte";-;-;-;1
"520480 Campo Alegre de Goiás";-;-;-;-
"520485 Campo Limpo de Goiás";-;-;-;-
"520490 Campos Belos";2;3;2;-
"520495 Campos Verdes";-;-;-;6
"520500 Carmo do Rio Verde";-;-;-;-
"520505 Castelândia";-;-;-;-
"520510 Catalão";2;9;8;8
"520520 Caturaí";-;-;-;-
"520530 Cavalcante";-;-;-;2
"520540 Ceres";5;7;7;7
"520545 Cezarina";-;-;-;-
"520547 Chapadão do Céu";-;-;-;-
"520549 Cidade Ocidental";-;-;-;11
"520551 Cocalzinho de Goiás";-;-;-;2
"520552 Colinas do Sul";-;-;-;-
"520570 Córrego do Ouro";-;-;-;-
"520580 Corumbá de Goiás";-;-;-;-
"520590 Corumbaíba";-;-;-;-
"520620 Cristalina";5;6;6;1
"520630 Cristianópolis";-;-;-;-
"520640 Crixás";-;-;-;-
"520650 Cromínia";-;-;-;-
"520660 Cumari";-;-;-;1
"520670 Damianópolis";-;-;-;1
"520680 Damolândia";-;-;-;-
"520690 Davinópolis";-;-;-;-
"520710 Diorama";-;-;-;-
"520830 Divinópolis de Goiás";4;4;4;-
"520725 Doverlândia";-;-;-;1
"520735 Edealina";-;-;-;-
"520740 Edéia";-;-;-;-
"520750 Estrela do Norte";-;-;-;-
"520753 Faina";-;-;-;2
"520760 Fazenda Nova";-;-;-;-
"520780 Firminópolis";-;-;-;-
"520790 Flores de Goiás";-;-;-;2
"520800 Formosa";-;4;4;13
"520810 Formoso";-;-;-;2
"520815 Gameleira de Goiás";-;-;1;1
"520840 Goianápolis";-;-;-;-
"520850 Goiandira";-;-;-;-
"520860 Goianésia";-;-;-;8
"520870 Goiânia";98;98;84;261
"520880 Goianira";2;2;2;2
"520890 Goiás";-;3;3;-
"520910 Goiatuba";-;4;-;-
"520915 Gouvelândia";-;-;-;-
"520920 Guapó";-;-;-;4
"520929 Guaraíta";-;-;-;-
"520940 Guarani de Goiás";-;-;-;-
"520945 Guarinos";-;-;-;-
"520960 Heitoraí";-;-;-;-
"520970 Hidrolândia";-;-;-;-
"520980 Hidrolina";-;-;-;2
"520990 Iaciara";-;-;-;-
"520993 Inaciolândia";-;-;-;-
"520995 Indiara";-;-;-;2
"521000 Inhumas";3;4;4;4
"521010 Ipameri";4;8;8;18
"521015 Ipiranga de Goiás";-;-;-;-
"521020 Iporá";1;1;1;9
"521030 Israelândia";-;-;-;-
"521040 Itaberaí";4;4;4;-
"521056 Itaguari";-;6;3;-
"521060 Itaguaru";-;-;-;1
"521080 Itajá";-;-;-;-
"521090 Itapaci";-;-;-;-
"521100 Itapirapuã";-;-;-;-
"521120 Itapuranga";2;3;3;3
"521130 Itarumã";-;-;-;-
"521140 Itauçu";-;-;-;-
"521150 Itumbiara";1;10;9;8
"521160 Ivolândia";-;-;-;1
"521170 Jandaia";-;-;-;-
"521180 Jaraguá";-;2;3;-
"521190 Jataí";7;6;6;-
"521200 Jaupaci";-;-;-;-
"521205 Jesúpolis";-;-;-;-
"521210 Joviânia";-;-;-;-
"521220 Jussara";-;-;-;2
"521225 Lagoa Santa";-;-;-;-
"521230 Leopoldo de Bulhões";-;-;-;-
"521250 Luziânia";5;7;7;5
"521260 Mairipotaba";-;-;-;-
"521270 Mambaí";-;-;-;1
"521280 Mara Rosa";-;-;-;-
"521290 Marzagão";-;-;-;-
"521295 Matrinchã";-;-;-;-
"521300 Maurilândia";-;-;-;-
"521305 Mimoso de Goiás";-;-;-;-
"521308 Minaçu";-;-;-;11
"521310 Mineiros";1;5;4;2
"521340 Moiporá";-;-;-;-
"521350 Monte Alegre de Goiás";-;-;-;-
"521370 Montes Claros de Goiás";-;1;-;-
"521375 Montividiu";-;-;-;-
"521377 Montividiu do Norte";-;-;-;-
"521380 Morrinhos";-;-;-;3
"521385 Morro Agudo de Goiás";-;-;-;-
"521390 Mossâmedes";-;-;-;1
"521400 Mozarlândia";-;-;-;-
"521405 Mundo Novo";-;-;-;-
"521410 Mutunópolis";-;-;-;-
"521440 Nazário";-;-;-;-
"521450 Nerópolis";-;2;3;2
"521460 Niquelândia";-;-;-;-
"521470 Nova América";-;-;-;-
"521480 Nova Aurora";-;-;-;-
"521483 Nova Crixás";-;-;-;8
"521486 Nova Glória";-;-;-;-
"521487 Nova Iguaçu de Goiás";-;-;-;-
"521490 Nova Roma";-;-;-;-
"521500 Nova Veneza";-;-;-;-
"521520 Novo Brasil";-;-;-;-
"521523 Novo Gama";-;3;3;3
"521525 Novo Planalto";-;-;-;-
"521530 Orizona";1;-;-;-
"521540 Ouro Verde de Goiás";-;-;-;-
"521550 Ouvidor";-;-;-;-
"521560 Padre Bernardo";-;-;-;-
"521565 Palestina de Goiás";-;-;-;2
"521570 Palmeiras de Goiás";-;5;5;1
"521580 Palmelo";-;-;-;-
"521590 Palminópolis";-;-;-;-
"521600 Panamá";-;-;-;1
"521630 Paranaiguara";-;2;2;-
"521640 Paraúna";-;-;1;-
"521645 Perolândia";-;-;-;-
"521680 Petrolina de Goiás";-;-;-;4
"521690 Pilar de Goiás";-;-;-;-
"521710 Piracanjuba";-;-;-;4
"521720 Piranhas";-;-;-;-
"521730 Pirenópolis";-;-;-;4
"521740 Pires do Rio";-;-;1;5
"521760 Planaltina";-;1;1;4
"521770 Pontalina";-;-;-;1
"521800 Porangatu";-;-;-;-
"521805 Porteirão";-;-;-;-
"521810 Portelândia";-;-;-;-
"521830 Posse";-;3;2;1
"521839 Professor Jamil";-;-;-;-
"521850 Quirinópolis";6;6;6;7
"521860 Rialma";1;-;2;-
"521870 Rianápolis";-;-;-;-
"521878 Rio Quente";-;-;-;-
"521880 Rio Verde";4;6;2;27
"521890 Rubiataba";-;-;-;-
"521900 Sanclerlândia";-;-;-;-
"521910 Santa Bárbara de Goiás";-;-;-;3
"521920 Santa Cruz de Goiás";-;-;-;-
"521925 Santa Fé de Goiás";-;-;-;2
"521930 Santa Helena de Goiás";8;9;8;1
"521935 Santa Isabel";-;-;-;-
"521940 Santa Rita do Araguaia";-;-;-;-
"521945 Santa Rita do Novo Destino";-;-;-;-
"521950 Santa Rosa de Goiás";-;-;-;-
"521960 Santa Tereza de Goiás";-;-;-;-
"521970 Santa Terezinha de Goiás";-;-;-;-
"521971 Santo Antônio da Barra";-;-;-;-
"521973 Santo Antônio de Goiás";-;4;5;-
"521975 Santo Antônio do Descoberto";-;-;-;-
"521980 São Domingos";-;4;-;-
"521990 São Francisco de Goiás";-;-;-;-
"522000 São João d'Aliança";2;2;-;2
"522005 São João da Paraúna";-;-;-;-
"522010 São Luís de Montes Belos";-;-;-;5
"522015 São Luíz do Norte";-;-;-;-
"522020 São Miguel do Araguaia";-;-;-;-
"522026 São Miguel do Passa Quatro";-;-;-;-
"522028 São Patrício";-;-;-;-
"522040 São Simão";1;3;3;-
"522045 Senador Canedo";6;16;12;5
"522050 Serranópolis";-;-;-;-
"522060 Silvânia";1;1;2;1
"522068 Simolândia";-;-;-;1
"522070 Sítio d'Abadia";-;-;-;-
"522100 Taquaral de Goiás";-;-;-;-
"522108 Teresina de Goiás";-;-;-;4
"522119 Terezópolis de Goiás";-;-;-;-
"522130 Três Ranchos";-;-;-;-
"522140 Trindade";6;8;8;16
"522145 Trombas";-;-;-;-
"522150 Turvânia";-;-;-;-
"522155 Turvelândia";-;1;2;1
"522157 Uirapuru";-;-;-;-
"522160 Uruaçu";-;5;5;-
"522170 Uruana";-;-;-;2
"522180 Urutaí";-;-;-;-
"522185 Valparaíso de Goiás";5;-;-;26
"522190 Varjão";-;-;-;-
"522200 Vianópolis";-;-;-;-
"522205 Vicentinópolis";-;-;-;-
"522220 Vila Boa";-;-;-;1
"522230 Vila Propício";-;-;-;-
"520000 Município ignorado - GO";-;-;-;-
"530010 Brasília";191;162;84;886
"000000 Ignorado ou exterior";-;-;-;-
"Total";10438;9498;8973;24571
