"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Femin";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"431406 Passa Sete";-;-;-;-
"431407 Passo do Sobrado";-;-;-;1
"431410 Passo Fundo";-;7;3;61
"431413 Paulo Bento";-;-;-;2
"431415 Paverama";-;-;-;-
"431417 Pedras Altas";-;-;-;2
"431420 Pedro Osório";-;-;-;-
"431430 Pejuçara";-;-;-;-
"431440 Pelotas";13;6;6;74
"431442 Picada Café";-;-;-;4
"431445 Pinhal";-;-;-;2
"431446 Pinhal da Serra";-;-;-;-
"431447 Pinhal Grande";-;-;-;-
"431449 Pinheirinho do Vale";-;-;-;-
"431450 Pinheiro Machado";3;3;3;-
"431454 Pinto Bandeira";-;-;-;-
"431455 Pirapó";-;-;-;4
"431460 Piratini";-;-;-;2
"431470 Planalto";-;-;-;-
"431475 Poço das Antas";-;-;-;1
"431477 Pontão";-;-;-;-
"431478 Ponte Preta";-;-;-;2
"431480 Portão";-;-;-;8
"431490 Porto Alegre";6;26;20;148
"431500 Porto Lucena";-;-;-;1
"431505 Porto Mauá";-;-;-;-
"431507 Porto Vera Cruz";-;-;-;-
"431510 Porto Xavier";-;-;-;3
"431513 Pouso Novo";-;-;-;2
"431514 Presidente Lucena";-;-;-;3
"431515 Progresso";-;-;-;-
"431517 Protásio Alves";-;-;-;-
"431520 Putinga";-;-;-;2
"431530 Quaraí";-;-;-;4
"431531 Quatro Irmãos";-;-;-;-
"431532 Quevedos";1;-;-;2
"431535 Quinze de Novembro";-;-;-;-
"431540 Redentora";-;-;-;-
"431545 Relvado";-;-;-;3
"431550 Restinga Seca";-;-;-;-
"431555 Rio dos Índios";-;-;-;-
"431560 Rio Grande";-;4;4;6
"431570 Rio Pardo";2;-;-;-
"431575 Riozinho";3;2;2;-
"431580 Roca Sales";-;-;-;-
"431590 Rodeio Bonito";1;2;2;2
"431595 Rolador";-;-;-;-
"431600 Rolante";-;-;-;2
"431610 Ronda Alta";-;7;4;-
"431620 Rondinha";-;-;-;2
"431630 Roque Gonzales";-;-;-;-
"431640 Rosário do Sul";-;-;-;6
"431642 Sagrada Família";-;-;-;-
"431643 Saldanha Marinho";-;-;-;3
"431645 Salto do Jacuí";-;-;-;3
"431647 Salvador das Missões";-;-;-;-
"431650 Salvador do Sul";-;-;-;-
"431660 Sananduva";-;-;-;-
"431710 Sant'Ana do Livramento";1;-;-;13
"431670 Santa Bárbara do Sul";-;-;-;4
"431673 Santa Cecília do Sul";-;-;-;-
"431675 Santa Clara do Sul";-;3;3;-
"431680 Santa Cruz do Sul";1;3;-;8
"431697 Santa Margarida do Sul";-;-;-;-
"431690 Santa Maria";5;2;3;31
"431695 Santa Maria do Herval";4;1;1;2
"431720 Santa Rosa";3;3;3;3
"431725 Santa Tereza";-;-;-;-
"431730 Santa Vitória do Palmar";-;-;-;3
"431700 Santana da Boa Vista";5;5;5;-
"431740 Santiago";-;-;-;3
"431750 Santo Ângelo";9;15;18;9
"431760 Santo Antônio da Patrulha";2;1;1;-
"431770 Santo Antônio das Missões";-;2;2;-
"431755 Santo Antônio do Palma";-;-;-;-
"431775 Santo Antônio do Planalto";-;-;-;3
"431780 Santo Augusto";-;-;-;4
"431790 Santo Cristo";-;-;-;-
"431795 Santo Expedito do Sul";-;-;-;1
"431800 São Borja";4;10;12;7
"431805 São Domingos do Sul";-;-;-;-
"431810 São Francisco de Assis";-;-;-;9
"431820 São Francisco de Paula";-;-;-;4
"431830 São Gabriel";-;5;4;2
"431840 São Jerônimo";-;-;-;-
"431842 São João da Urtiga";-;-;-;1
"431843 São João do Polêsine";-;-;-;2
"431844 São Jorge";-;-;-;2
"431845 São José das Missões";-;-;-;-
"431846 São José do Herval";-;-;-;-
"431848 São José do Hortêncio";-;-;-;4
"431849 São José do Inhacorá";2;2;2;8
"431850 São José do Norte";-;-;-;-
"431860 São José do Ouro";-;-;-;-
"431861 São José do Sul";-;-;-;-
"431862 São José dos Ausentes";-;-;-;3
"431870 São Leopoldo";3;3;3;94
"431880 São Lourenço do Sul";1;1;2;3
"431890 São Luiz Gonzaga";-;-;-;4
"431900 São Marcos";-;-;-;3
"431910 São Martinho";-;-;-;-
"431912 São Martinho da Serra";-;-;-;3
"431915 São Miguel das Missões";-;-;-;2
"431920 São Nicolau";-;-;-;-
"431930 São Paulo das Missões";-;2;2;-
"431935 São Pedro da Serra";-;-;-;5
"431936 São Pedro das Missões";-;-;-;-
"431937 São Pedro do Butiá";-;-;-;-
"431940 São Pedro do Sul";-;-;-;4
"431950 São Sebastião do Caí";-;-;-;3
"431960 São Sepé";-;-;-;2
"431970 São Valentim";-;2;2;-
"431971 São Valentim do Sul";-;-;-;1
"431973 São Valério do Sul";-;-;-;-
"431975 São Vendelino";-;-;-;3
"431980 São Vicente do Sul";-;-;-;2
"431990 Sapiranga";-;-;-;6
"432000 Sapucaia do Sul";1;-;-;18
"432010 Sarandi";-;4;4;4
"432020 Seberi";4;4;4;-
"432023 Sede Nova";-;-;-;-
"432026 Segredo";-;-;-;1
"432030 Selbach";-;-;-;2
"432032 Senador Salgado Filho";-;-;-;3
"432035 Sentinela do Sul";-;-;-;-
"432040 Serafina Corrêa";-;-;-;3
"432045 Sério";-;-;-;1
"432050 Sertão";-;-;-;-
"432055 Sertão Santana";-;-;-;3
"432057 Sete de Setembro";-;-;-;-
"432060 Severiano de Almeida";-;-;-;2
"432065 Silveira Martins";-;-;-;-
"432067 Sinimbu";-;-;-;-
"432070 Sobradinho";-;-;-;4
"432080 Soledade";-;-;-;-
"432085 Tabaí";-;-;-;1
"432090 Tapejara";-;-;-;-
"432100 Tapera";-;-;-;4
"432110 Tapes";-;-;-;2
"432120 Taquara";1;-;-;7
"432130 Taquari";-;-;-;8
"432132 Taquaruçu do Sul";1;1;1;-
"432135 Tavares";-;-;-;-
"432140 Tenente Portela";-;-;-;-
"432143 Terra de Areia";10;8;6;-
"432145 Teutônia";-;-;-;6
"432146 Tio Hugo";-;-;-;-
"432147 Tiradentes do Sul";-;-;-;-
"432149 Toropi";-;-;-;-
"432150 Torres";1;-;-;6
"432160 Tramandaí";-;-;-;6
"432162 Travesseiro";-;-;-;-
"432163 Três Arroios";-;-;-;2
"432166 Três Cachoeiras";-;-;-;5
"432170 Três Coroas";-;-;-;6
"432180 Três de Maio";-;-;-;18
"432183 Três Forquilhas";-;-;-;2
"432185 Três Palmeiras";4;4;4;2
"432190 Três Passos";-;-;-;-
"432195 Trindade do Sul";-;-;-;-
"432200 Triunfo";-;-;40;22
"432210 Tucunduva";-;-;-;3
"432215 Tunas";-;-;-;-
"432218 Tupanci do Sul";-;-;-;3
"432220 Tupanciretã";-;1;-;5
"432225 Tupandi";-;-;-;3
"432230 Tuparendi";-;-;1;-
"432232 Turuçu";-;-;-;-
"432234 Ubiretama";-;-;-;-
"432235 União da Serra";-;-;-;-
"432237 Unistalda";-;-;-;2
"432240 Uruguaiana";-;1;1;-
"432250 Vacaria";-;-;-;12
"432253 Vale do Sol";-;-;-;4
"432254 Vale Real";2;2;2;-
"432252 Vale Verde";-;-;-;-
"432255 Vanini";-;-;-;2
"432260 Venâncio Aires";2;3;3;9
"432270 Vera Cruz";1;-;-;-
"432280 Veranópolis";-;-;-;6
"432285 Vespasiano Correa";-;-;-;3
"432290 Viadutos";-;-;-;-
"432300 Viamão";-;-;-;17
"432310 Vicente Dutra";-;-;-;-
"432320 Victor Graeff";-;-;-;-
"432330 Vila Flores";-;-;-;-
"432335 Vila Lângaro";-;-;-;-
"432340 Vila Maria";-;-;-;-
"432345 Vila Nova do Sul";2;2;2;9
"432350 Vista Alegre";-;-;-;2
"432360 Vista Alegre do Prata";-;-;-;-
"432370 Vista Gaúcha";-;-;-;-
"432375 Vitória das Missões";-;-;-;-
"432377 Westfalia";-;-;-;-
"432380 Xangri-lá";-;-;-;3
"430000 Município ignorado - RS";-;-;-;-
"500020 Água Clara";-;-;-;2
"500025 Alcinópolis";-;-;-;-
"500060 Amambai";-;-;-;2
"500070 Anastácio";-;-;-;4
"500080 Anaurilândia";-;-;-;-
"500085 Angélica";-;-;-;3
"500090 Antônio João";-;-;-;-
"500100 Aparecida do Taboado";-;-;-;-
"500110 Aquidauana";-;-;-;3
"500124 Aral Moreira";2;-;-;5
"500150 Bandeirantes";1;1;-;2
"500190 Bataguassu";-;-;-;3
"500200 Batayporã";-;-;-;1
"500210 Bela Vista";3;1;1;-
"500215 Bodoquena";-;-;-;-
"500220 Bonito";3;3;3;9
"500230 Brasilândia";4;-;-;5
"500240 Caarapó";-;-;-;6
"500260 Camapuã";-;-;-;2
"500270 Campo Grande";12;34;37;225
"500280 Caracol";-;-;-;2
"500290 Cassilândia";1;-;-;6
"500295 Chapadão do Sul";-;6;22;1
"500310 Corguinho";-;1;1;-
"500315 Coronel Sapucaia";-;-;-;-
"500320 Corumbá";1;8;8;13
"500325 Costa Rica";-;-;-;5
"500330 Coxim";3;-;-;7
"500345 Deodápolis";-;3;2;8
"500348 Dois Irmãos do Buriti";3;-;1;6
"500350 Douradina";-;-;-;7
"500370 Dourados";4;7;7;91
"500375 Eldorado";2;5;5;1
"500380 Fátima do Sul";1;-;-;3
"500390 Figueirão";-;-;-;3
"500400 Glória de Dourados";-;-;-;-
"500410 Guia Lopes da Laguna";-;-;-;5
"500430 Iguatemi";6;3;3;2
"500440 Inocência";-;-;-;1
"500450 Itaporã";2;2;2;-
"500460 Itaquiraí";-;3;3;2
"500470 Ivinhema";-;-;-;7
"500480 Japorã";-;-;-;-
"500490 Jaraguari";-;-;-;5
"500500 Jardim";-;-;-;2
"500510 Jateí";-;-;-;1
"500515 Juti";1;-;-;1
"500520 Ladário";-;-;-;1
"500525 Laguna Carapã";-;-;-;-
"500540 Maracaju";-;-;-;2
"500560 Miranda";1;-;-;-
"500568 Mundo Novo";-;-;-;4
"500570 Naviraí";-;-;-;5
"500580 Nioaque";-;4;4;-
"500600 Nova Alvorada do Sul";-;-;-;1
"500620 Nova Andradina";1;7;2;7
"500625 Novo Horizonte do Sul";-;-;-;-
"500627 Paraíso das Águas";-;-;-;-
"500630 Paranaíba";2;4;4;8
"500635 Paranhos";-;-;-;-
"500640 Pedro Gomes";-;-;-;2
"500660 Ponta Porã";-;3;3;-
"500690 Porto Murtinho";-;-;-;-
"500710 Ribas do Rio Pardo";-;-;-;2
"500720 Rio Brilhante";1;-;-;2
"500730 Rio Negro";-;-;-;-
"500740 Rio Verde de Mato Grosso";-;-;-;5
"500750 Rochedo";-;-;-;-
"500755 Santa Rita do Pardo";-;-;-;1
"500769 São Gabriel do Oeste";-;-;-;11
"500780 Selvíria";-;-;-;-
"500770 Sete Quedas";1;1;1;-
"500790 Sidrolândia";3;5;5;2
"500793 Sonora";-;-;-;3
"500795 Tacuru";-;-;-;-
"500797 Taquarussu";-;-;-;-
"500800 Terenos";-;-;-;6
"500830 Três Lagoas";6;6;6;34
"500840 Vicentina";-;-;-;1
"500000 Município ignorado - MS";-;-;-;-
"510010 Acorizal";-;-;-;4
"510020 Água Boa";-;-;3;6
"510025 Alta Floresta";-;-;-;10
"510030 Alto Araguaia";-;2;2;6
"510035 Alto Boa Vista";-;-;-;3
"510040 Alto Garças";-;-;-;-
"510050 Alto Paraguai";-;-;-;6
"510060 Alto Taquari";-;-;-;-
"510080 Apiacás";-;-;-;-
"510100 Araguaiana";3;3;3;4
"510120 Araguainha";-;3;3;-
"510125 Araputanga";-;-;-;3
"510130 Arenápolis";-;5;5;10
"510140 Aripuanã";-;-;-;6
"510160 Barão de Melgaço";1;3;4;4
"510170 Barra do Bugres";-;-;-;20
"510180 Barra do Garças";-;1;1;16
"510185 Bom Jesus do Araguaia";4;3;3;1
"510190 Brasnorte";-;-;-;2
"510250 Cáceres";6;6;-;4
"510260 Campinápolis";-;-;-;-
"510263 Campo Novo do Parecis";-;-;-;21
"510267 Campo Verde";-;-;-;13
"510268 Campos de Júlio";-;2;2;-
"510269 Canabrava do Norte";2;3;2;2
"510270 Canarana";5;6;4;-
"510279 Carlinda";-;-;-;11
"510285 Castanheira";-;-;-;-
"510300 Chapada dos Guimarães";-;30;20;37
"510305 Cláudia";8;8;8;-
"510310 Cocalinho";-;-;-;-
"510320 Colíder";1;-;-;2
"510325 Colniza";-;-;-;12
"510330 Comodoro";-;-;-;1
"510335 Confresa";-;-;-;9
"510336 Conquista D'Oeste";2;4;4;2
"510337 Cotriguaçu";-;-;-;1
"510340 Cuiabá";14;36;38;167
"510343 Curvelândia";-;-;-;3
"510345 Denise";-;-;-;2
"510350 Diamantino";5;-;-;18
"510360 Dom Aquino";-;-;-;4
"510370 Feliz Natal";-;-;-;6
"510380 Figueirópolis D'Oeste";-;-;-;-
"510385 Gaúcha do Norte";-;-;-;15
"510390 General Carneiro";-;-;-;1
"510395 Glória D'Oeste";-;-;-;2
"510410 Guarantã do Norte";-;-;-;-
"510420 Guiratinga";-;-;-;-
"510450 Indiavaí";4;4;4;-
"510452 Ipiranga do Norte";-;-;-;11
"510454 Itanhangá";-;7;5;10
"510455 Itaúba";-;-;-;-
"510460 Itiquira";-;1;1;1
"510480 Jaciara";-;-;-;4
"510490 Jangada";1;3;3;3
"510500 Jauru";-;-;-;-
"510510 Juara";-;6;5;1
"510515 Juína";-;4;4;40
"510517 Juruena";-;-;-;1
"510520 Juscimeira";-;-;-;-
"510523 Lambari D'Oeste";-;-;-;-
"510525 Lucas do Rio Verde";15;4;4;24
"510530 Luciara";-;-;-;8
"510558 Marcelândia";-;-;-;2
"510560 Matupá";4;5;5;1
"510562 Mirassol d'Oeste";-;-;-;4
"510590 Nobres";-;-;-;6
"510600 Nortelândia";-;-;-;21
"510610 Nossa Senhora do Livramento";-;-;-;1
"510615 Nova Bandeirantes";-;-;-;1
"510620 Nova Brasilândia";2;4;4;-
"510621 Nova Canaã do Norte";-;-;-;-
"510880 Nova Guarita";-;5;4;-
"510618 Nova Lacerda";-;-;-;13
"510885 Nova Marilândia";-;3;3;7
"510890 Nova Maringá";4;4;4;13
"510895 Nova Monte Verde";-;-;-;-
"510622 Nova Mutum";-;3;4;15
"510617 Nova Nazaré";-;-;-;-
"510623 Nova Olímpia";6;7;6;12
"510619 Nova Santa Helena";-;-;-;2
"510624 Nova Ubiratã";-;-;-;10
"510625 Nova Xavantina";-;-;-;3
"510627 Novo Horizonte do Norte";-;-;-;-
"510626 Novo Mundo";-;1;1;11
"510631 Novo Santo Antônio";-;-;-;-
"510628 Novo São Joaquim";-;-;-;3
"510629 Paranaíta";-;-;-;-
"510630 Paranatinga";13;6;5;5
"510637 Pedra Preta";-;3;3;2
"510642 Peixoto de Azevedo";-;3;2;6
"510645 Planalto da Serra";1;3;2;-
"510650 Poconé";-;-;-;1
"510665 Pontal do Araguaia";1;1;1;3
"510670 Ponte Branca";-;-;-;-
"510675 Pontes e Lacerda";2;4;4;1
"510677 Porto Alegre do Norte";-;-;-;6
"510680 Porto dos Gaúchos";-;-;-;1
"510682 Porto Esperidião";-;-;-;-
"510685 Porto Estrela";-;1;1;-
"510700 Poxoréo";-;-;-;6
"510704 Primavera do Leste";5;5;3;8
"510706 Querência";-;-;-;5
"510715 Reserva do Cabaçal";-;-;-;-
"510718 Ribeirão Cascalheira";-;1;1;-
"510719 Ribeirãozinho";-;5;4;-
"510720 Rio Branco";-;-;-;3
"510757 Rondolândia";-;-;-;-
"510760 Rondonópolis";12;12;11;36
"510770 Rosário Oeste";-;-;-;19
"510775 Salto do Céu";-;-;-;-
"510724 Santa Carmem";-;-;-;-
"510774 Santa Cruz do Xingu";-;-;-;-
"510776 Santa Rita do Trivelato";-;2;2;1
"510777 Santa Terezinha";-;-;-;2
"510726 Santo Afonso";-;-;-;1
"510779 Santo Antônio do Leste";-;-;-;2
"510780 Santo Antônio do Leverger";-;-;-;2
"510785 São Félix do Araguaia";-;-;-;9
"510729 São José do Povo";-;-;-;6
"510730 São José do Rio Claro";2;6;22;21
"510735 São José do Xingu";1;2;2;1
"510710 São José dos Quatro Marcos";-;-;-;-
"510740 São Pedro da Cipa";-;-;-;4
"510787 Sapezal";-;3;3;10
"510788 Serra Nova Dourada";-;-;-;2
"510790 Sinop";2;1;-;75
"510792 Sorriso";-;2;2;29
"510794 Tabaporã";-;-;-;-
"510795 Tangará da Serra";-;-;-;15
"510800 Tapurah";-;-;-;2
"510805 Terra Nova do Norte";-;-;-;-
"510810 Tesouro";-;-;-;-
"510820 Torixoréu";-;-;-;-
"510830 União do Sul";-;-;-;2
"510835 Vale de São Domingos";-;-;-;7
"510840 Várzea Grande";3;5;12;31
"510850 Vera";3;4;4;2
"510550 Vila Bela da Santíssima Trindade";-;2;2;7
"510860 Vila Rica";3;3;3;6
"510000 Município ignorado - MT";-;-;-;-
"520005 Abadia de Goiás";-;1;1;2
"520010 Abadiânia";-;-;-;8
"520013 Acreúna";5;-;-;13
"520015 Adelândia";-;-;-;-
"520017 Água Fria de Goiás";-;-;-;2
"520020 Água Limpa";-;2;2;-
"520025 Águas Lindas de Goiás";-;-;-;13
"520030 Alexânia";-;-;-;1
"520050 Aloândia";-;-;-;-
"520055 Alto Horizonte";-;3;3;1
"520060 Alto Paraíso de Goiás";-;-;-;3
"520080 Alvorada do Norte";-;-;-;3
"520082 Amaralina";-;-;-;-
"520085 Americano do Brasil";-;-;-;3
"520090 Amorinópolis";-;1;1;-
"520110 Anápolis";7;12;14;48
"520120 Anhanguera";-;-;-;-
"520130 Anicuns";-;-;-;4
"520140 Aparecida de Goiânia";6;28;40;33
"520145 Aparecida do Rio Doce";-;-;-;-
"520150 Aporé";-;-;-;2
"520160 Araçu";4;4;4;-
"520170 Aragarças";-;-;-;2
"520180 Aragoiânia";-;-;-;-
"520215 Araguapaz";-;-;-;6
"520235 Arenópolis";-;-;-;2
"520250 Aruanã";-;-;-;2
"520260 Aurilândia";-;-;-;-
"520280 Avelinópolis";-;-;-;4
"520310 Baliza";-;-;-;2
"520320 Barro Alto";-;-;-;-
"520330 Bela Vista de Goiás";3;8;6;4
"520340 Bom Jardim de Goiás";-;-;-;3
"520350 Bom Jesus de Goiás";-;-;-;8
"520355 Bonfinópolis";-;-;-;4
"520357 Bonópolis";2;2;2;-
"520360 Brazabrantes";2;6;6;2
"520380 Britânia";-;-;-;-
"520390 Buriti Alegre";-;-;-;-
"520393 Buriti de Goiás";-;-;-;-
"520396 Buritinópolis";-;-;-;1
"520400 Cabeceiras";-;-;-;2
"520410 Cachoeira Alta";4;6;6;3
"520420 Cachoeira de Goiás";-;-;-;2
"520425 Cachoeira Dourada";-;-;-;-
"520430 Caçu";-;-;-;-
"520440 Caiapônia";-;-;-;-
"520450 Caldas Novas";7;-;-;16
"520455 Caldazinha";-;-;-;3
"520460 Campestre de Goiás";3;-;-;5
"520465 Campinaçu";-;2;1;3
"520470 Campinorte";-;-;-;1
"520480 Campo Alegre de Goiás";-;-;-;-
"520485 Campo Limpo de Goiás";-;-;-;-
"520490 Campos Belos";1;3;3;3
"520495 Campos Verdes";-;-;-;1
"520500 Carmo do Rio Verde";-;-;-;-
"520505 Castelândia";-;-;-;2
"520510 Catalão";-;1;-;4
"520520 Caturaí";7;5;5;-
"520530 Cavalcante";-;-;-;2
"520540 Ceres";-;-;1;8
"520545 Cezarina";2;-;-;-
"520547 Chapadão do Céu";-;-;-;-
"520549 Cidade Ocidental";-;-;-;-
"520551 Cocalzinho de Goiás";-;-;-;2
"520552 Colinas do Sul";6;-;-;-
"520570 Córrego do Ouro";-;-;-;-
"520580 Corumbá de Goiás";-;-;-;6
"520590 Corumbaíba";-;5;5;3
"520620 Cristalina";2;1;1;-
"520630 Cristianópolis";-;-;-;-
"520640 Crixás";-;-;-;2
"520650 Cromínia";3;3;3;-
"520660 Cumari";-;-;-;-
"520670 Damianópolis";-;-;-;-
"520680 Damolândia";-;-;-;-
"520690 Davinópolis";-;-;-;2
"520710 Diorama";-;-;-;1
"520830 Divinópolis de Goiás";-;-;-;4
"520725 Doverlândia";-;-;-;-
"520735 Edealina";-;-;-;2
"520740 Edéia";-;2;2;-
"520750 Estrela do Norte";-;-;-;2
"520753 Faina";-;-;-;-
"520760 Fazenda Nova";-;-;1;-
"520780 Firminópolis";-;-;-;-
"520790 Flores de Goiás";-;-;-;-
"520800 Formosa";2;13;3;17
"520810 Formoso";5;6;6;1
"520815 Gameleira de Goiás";-;-;-;3
"520840 Goianápolis";-;-;-;1
"520850 Goiandira";-;-;-;-
"520860 Goianésia";2;3;3;17
"520870 Goiânia";28;39;47;353
"520880 Goianira";8;6;4;14
"520890 Goiás";-;3;3;-
"520910 Goiatuba";-;-;-;1
"520915 Gouvelândia";3;4;4;-
"520920 Guapó";4;4;4;11
"520929 Guaraíta";3;3;3;-
"520940 Guarani de Goiás";-;-;-;2
"520945 Guarinos";-;-;-;-
"520960 Heitoraí";-;-;-;-
"520970 Hidrolândia";-;-;-;3
"520980 Hidrolina";-;3;-;14
"520990 Iaciara";-;-;-;2
"520993 Inaciolândia";-;-;-;-
"520995 Indiara";-;-;-;-
"521000 Inhumas";-;-;-;2
"521010 Ipameri";-;-;-;9
"521015 Ipiranga de Goiás";-;-;-;2
"521020 Iporá";1;1;1;11
"521030 Israelândia";-;-;-;-
"521040 Itaberaí";-;-;-;10
"521056 Itaguari";-;-;-;12
"521060 Itaguaru";-;-;-;7
"521080 Itajá";-;-;-;9
"521090 Itapaci";-;2;2;3
"521100 Itapirapuã";-;-;-;3
"521120 Itapuranga";-;-;-;-
"521130 Itarumã";1;1;1;1
"521140 Itauçu";3;6;6;1
"521150 Itumbiara";-;16;12;5
"521160 Ivolândia";-;-;-;-
"521170 Jandaia";-;-;-;5
"521180 Jaraguá";-;-;-;-
"521190 Jataí";1;-;-;2
"521200 Jaupaci";-;-;-;1
"521205 Jesúpolis";-;3;3;-
"521210 Joviânia";-;-;-;2
"521220 Jussara";-;-;-;-
"521225 Lagoa Santa";-;-;-;2
"521230 Leopoldo de Bulhões";-;-;-;-
"521250 Luziânia";-;4;4;5
"521260 Mairipotaba";-;-;-;-
"521270 Mambaí";-;-;-;-
"521280 Mara Rosa";7;8;8;-
"521290 Marzagão";-;-;-;-
"521295 Matrinchã";-;-;-;2
"521300 Maurilândia";1;1;1;-
"521305 Mimoso de Goiás";-;-;-;4
"521308 Minaçu";2;-;-;4
"521310 Mineiros";13;28;28;4
"521340 Moiporá";-;2;2;-
"521350 Monte Alegre de Goiás";-;-;-;-
"521370 Montes Claros de Goiás";1;2;3;-
"521375 Montividiu";-;5;4;1
"521377 Montividiu do Norte";-;-;-;1
"521380 Morrinhos";-;-;-;3
"521385 Morro Agudo de Goiás";-;-;-;-
"521390 Mossâmedes";-;-;-;1
"521400 Mozarlândia";-;-;-;3
"521405 Mundo Novo";-;-;-;-
"521410 Mutunópolis";-;-;-;1
"521440 Nazário";-;-;-;-
"521450 Nerópolis";-;-;-;1
"521460 Niquelândia";1;-;-;4
"521470 Nova América";-;-;-;1
"521480 Nova Aurora";-;-;-;-
"521483 Nova Crixás";-;-;-;-
"521486 Nova Glória";-;-;-;-
"521487 Nova Iguaçu de Goiás";-;-;-;1
"521490 Nova Roma";-;-;-;2
"521500 Nova Veneza";-;-;-;-
"521520 Novo Brasil";-;-;-;2
"521523 Novo Gama";-;1;1;-
"521525 Novo Planalto";-;-;-;1
"521530 Orizona";1;-;-;-
"521540 Ouro Verde de Goiás";-;3;3;-
"521550 Ouvidor";2;-;-;-
"521560 Padre Bernardo";-;-;-;3
"521565 Palestina de Goiás";-;-;-;2
"521570 Palmeiras de Goiás";-;2;3;4
"521580 Palmelo";2;8;4;2
"521590 Palminópolis";-;-;-;-
"521600 Panamá";-;3;3;-
"521630 Paranaiguara";-;-;-;-
"521640 Paraúna";-;-;-;-
"521645 Perolândia";-;4;4;-
"521680 Petrolina de Goiás";-;-;-;-
"521690 Pilar de Goiás";-;-;1;5
"521710 Piracanjuba";-;-;-;-
"521720 Piranhas";-;-;3;2
"521730 Pirenópolis";-;-;-;2
"521740 Pires do Rio";2;2;2;-
"521760 Planaltina";-;-;-;3
"521770 Pontalina";-;-;-;3
"521800 Porangatu";-;-;-;2
"521805 Porteirão";-;-;-;2
"521810 Portelândia";-;-;-;-
"521830 Posse";-;-;-;2
"521839 Professor Jamil";-;-;-;2
"521850 Quirinópolis";3;3;3;2
"521860 Rialma";1;-;-;-
"521870 Rianápolis";-;-;-;5
"521878 Rio Quente";-;-;-;1
"521880 Rio Verde";13;14;6;117
"521890 Rubiataba";-;-;-;2
"521900 Sanclerlândia";-;-;-;1
"521910 Santa Bárbara de Goiás";4;3;3;2
"521920 Santa Cruz de Goiás";-;-;-;-
"521925 Santa Fé de Goiás";-;-;-;-
"521930 Santa Helena de Goiás";-;-;-;3
"521935 Santa Isabel";-;-;-;-
"521940 Santa Rita do Araguaia";-;-;-;-
"521945 Santa Rita do Novo Destino";-;-;-;1
"521950 Santa Rosa de Goiás";-;-;-;-
"521960 Santa Tereza de Goiás";-;-;-;1
"521970 Santa Terezinha de Goiás";-;-;1;-
"521971 Santo Antônio da Barra";-;3;3;-
"521973 Santo Antônio de Goiás";-;4;5;-
"521975 Santo Antônio do Descoberto";-;-;-;2
"521980 São Domingos";4;4;4;-
"521990 São Francisco de Goiás";3;3;6;1
"522000 São João d'Aliança";-;-;-;1
"522005 São João da Paraúna";-;-;-;-
"522010 São Luís de Montes Belos";-;-;-;7
"522015 São Luíz do Norte";-;-;-;4
"522020 São Miguel do Araguaia";-;-;-;1
"522026 São Miguel do Passa Quatro";-;-;-;3
"522028 São Patrício";-;-;-;3
"522040 São Simão";-;-;-;-
"522045 Senador Canedo";-;-;-;7
"522050 Serranópolis";-;-;-;5
"522060 Silvânia";-;-;-;-
"522068 Simolândia";-;-;-;-
"522070 Sítio d'Abadia";-;4;4;2
"522100 Taquaral de Goiás";-;-;-;-
"522108 Teresina de Goiás";-;-;-;4
"522119 Terezópolis de Goiás";-;-;-;4
"522130 Três Ranchos";-;3;3;5
"522140 Trindade";2;-;-;10
"522145 Trombas";-;-;-;3
"522150 Turvânia";-;-;-;-
"522155 Turvelândia";4;3;3;3
"522157 Uirapuru";-;4;4;-
"522160 Uruaçu";-;-;-;4
"522170 Uruana";-;-;-;-
"522180 Urutaí";-;2;2;-
"522185 Valparaíso de Goiás";1;-;-;10
"522190 Varjão";3;-;-;-
"522200 Vianópolis";-;-;-;3
"522205 Vicentinópolis";-;-;-;2
"522220 Vila Boa";-;-;-;-
"522230 Vila Propício";-;-;-;-
"520000 Município ignorado - GO";-;-;-;-
"530010 Brasília";16;18;16;125
"000000 Ignorado ou exterior";-;-;-;-
"Total";4533;6356;8353;29308
